timestamp,message
1743523670971,"START RequestId: 385da75d-a0c8-43c9-8ea3-fc363b5387c1 Version: 193
"
1743523670972,"2025-04-01T16:07:50.972Z	385da75d-a0c8-43c9-8ea3-fc363b5387c1	INFO	------------------- Got StoryIntent request ------------------- me a story about a cat
"
1743523670972,"2025-04-01T16:07:50.972Z	385da75d-a0c8-43c9-8ea3-fc363b5387c1	INFO	Starting background story preparation for: me a story about a cat with ID: amzn1.echo-api.request.5d8eeefc-ebc3-4f0a-b140-272db19d31cf
"
1743523671028,"END RequestId: 385da75d-a0c8-43c9-8ea3-fc363b5387c1
"
1743523671028,"REPORT RequestId: 385da75d-a0c8-43c9-8ea3-fc363b5387c1	Duration: 57.54 ms	Billed Duration: 58 ms	Memory Size: 512 MB	Max Memory Used: 94 MB	
"
1743523679151,"START RequestId: e220fc36-931c-4213-9dc6-00927577f362 Version: 193
"
1743523679188,"2025-04-01T16:07:59.188Z	e220fc36-931c-4213-9dc6-00927577f362	INFO	------------------- Got YesIntent -------------------
"
1743523679228,"END RequestId: e220fc36-931c-4213-9dc6-00927577f362
"
1743523679228,"REPORT RequestId: e220fc36-931c-4213-9dc6-00927577f362	Duration: 77.83 ms	Billed Duration: 78 ms	Memory Size: 512 MB	Max Memory Used: 94 MB	
"
1743523688478,"START RequestId: 5ba92180-95ee-47fe-a9f2-8318c8591ddc Version: 193
"
1743523688482,"2025-04-01T16:08:08.482Z	5ba92180-95ee-47fe-a9f2-8318c8591ddc	INFO	------------------- Got YesIntent -------------------
"
1743523688484,"END RequestId: 5ba92180-95ee-47fe-a9f2-8318c8591ddc
"
1743523688484,"REPORT RequestId: 5ba92180-95ee-47fe-a9f2-8318c8591ddc	Duration: 5.79 ms	Billed Duration: 6 ms	Memory Size: 512 MB	Max Memory Used: 95 MB	
"
1743523700547,"START RequestId: 078b78cd-7ff4-4c44-bdc0-acdde86b411f Version: 193
"
1743523700588,"2025-04-01T16:08:20.588Z	078b78cd-7ff4-4c44-bdc0-acdde86b411f	INFO	------------------- Got YesIntent -------------------
"
1743523700607,"END RequestId: 078b78cd-7ff4-4c44-bdc0-acdde86b411f
"
1743523700607,"REPORT RequestId: 078b78cd-7ff4-4c44-bdc0-acdde86b411f	Duration: 59.49 ms	Billed Duration: 60 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523716288,"START RequestId: 269eaba4-49f0-4806-84aa-b6fadfa3652b Version: 193
"
1743523716366,"2025-04-01T16:08:36.366Z	269eaba4-49f0-4806-84aa-b6fadfa3652b	INFO	------------------- Got YesIntent -------------------
"
1743523716369,"END RequestId: 269eaba4-49f0-4806-84aa-b6fadfa3652b
"
1743523716369,"REPORT RequestId: 269eaba4-49f0-4806-84aa-b6fadfa3652b	Duration: 80.78 ms	Billed Duration: 81 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523739455,"START RequestId: e8c4e859-10c4-4df7-82a5-d75fdc825547 Version: 193
"
1743523739458,"2025-04-01T16:08:59.458Z	e8c4e859-10c4-4df7-82a5-d75fdc825547	INFO	------------------- Got YesIntent -------------------
"
1743523739469,"END RequestId: e8c4e859-10c4-4df7-82a5-d75fdc825547
"
1743523739469,"REPORT RequestId: e8c4e859-10c4-4df7-82a5-d75fdc825547	Duration: 14.06 ms	Billed Duration: 15 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523756070,"START RequestId: 8270fd64-07dd-4221-a9bb-6785b60464ef Version: 193
"
1743523756087,"2025-04-01T16:09:16.087Z	8270fd64-07dd-4221-a9bb-6785b60464ef	INFO	------------------- Got YesIntent -------------------
"
1743523756089,"END RequestId: 8270fd64-07dd-4221-a9bb-6785b60464ef
"
1743523756089,"REPORT RequestId: 8270fd64-07dd-4221-a9bb-6785b60464ef	Duration: 18.85 ms	Billed Duration: 19 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523766736,"START RequestId: 30a05e56-08fd-4e2b-b650-c98d2933a8c3 Version: 193
"
1743523766737,"2025-04-01T16:09:26.737Z	30a05e56-08fd-4e2b-b650-c98d2933a8c3	INFO	------------------- Got NoIntent -------------------
"
1743523766738,"END RequestId: 30a05e56-08fd-4e2b-b650-c98d2933a8c3
"
1743523766738,"REPORT RequestId: 30a05e56-08fd-4e2b-b650-c98d2933a8c3	Duration: 2.18 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523774044,"START RequestId: be576b4e-62f1-4a44-a5ac-fea107ec8d07 Version: 193
"
1743523774046,"2025-04-01T16:09:34.046Z	30a05e56-08fd-4e2b-b650-c98d2933a8c3	ERROR	Error querying OpenAI: APIConnectionError: Connection error.
    at OpenAI.makeRequest (/var/task/node_modules/openai/core.js:304:19)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async prepareStoryInBackground (/var/task/index.js:47:24) {
  status: undefined,
  headers: undefined,
  request_id: undefined,
  error: undefined,
  code: undefined,
  param: undefined,
  type: undefined,
  cause: FetchError: request to https://api.openai.com/v1/chat/completions failed, reason: socket hang up
      at ClientRequest.<anonymous> (/var/task/node_modules/node-fetch/lib/index.js:1501:11)
      at ClientRequest.emit (node:events:513:28)
      at ClientRequest.emit (node:domain:489:12)
      at TLSSocket.socketOnEnd (node:_http_client:518:9)
      at TLSSocket.emit (node:events:525:35)
      at TLSSocket.emit (node:domain:489:12)
      at endReadableNT (node:internal/streams/readable:1358:12)
      at processTicksAndRejections (node:internal/process/task_queues:83:21) {
    type: 'system',
    errno: 'ECONNRESET',
    code: 'ECONNRESET'
  }
}
"
1743523774049,"2025-04-01T16:09:34.049Z	30a05e56-08fd-4e2b-b650-c98d2933a8c3	ERROR	Error details: {
  message: 'Connection error.',
  stack: 'Error: Connection error.
' +
    '    at OpenAI.makeRequest (/var/task/node_modules/openai/core.js:304:19)
' +
    '    at processTicksAndRejections (node:internal/process/task_queues:96:5)
' +
    '    at async prepareStoryInBackground (/var/task/index.js:47:24)',
  status: undefined,
  response: 'No response'
}
"
1743523774050,"2025-04-01T16:09:34.050Z	be576b4e-62f1-4a44-a5ac-fea107ec8d07	INFO	------------------- Got CancelAndStopIntent -------------------
"
1743523774051,"END RequestId: be576b4e-62f1-4a44-a5ac-fea107ec8d07
"
1743523774051,"REPORT RequestId: be576b4e-62f1-4a44-a5ac-fea107ec8d07	Duration: 7.21 ms	Billed Duration: 8 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523839393,"START RequestId: 907e870f-4b60-4d5c-a0bf-abe6985f1302 Version: 193
"
1743523839394,"2025-04-01T16:10:39.394Z	907e870f-4b60-4d5c-a0bf-abe6985f1302	INFO	~~~~~~~~~~~~ Session ended with reason: USER_INITIATED ~~~~~~~~~~~~
      
"
1743523839394,"2025-04-01T16:10:39.394Z	907e870f-4b60-4d5c-a0bf-abe6985f1302	INFO	~~~~~~~~~~~~ Session ended ~~~~~~~~~~~~ {""version"":""1.0"",""session"":{""new"":false,""sessionId"":""amzn1.echo-api.session.da11849e-761f-4f2f-ae20-439b2ef8b5cf"",""application"":{""applicationId"":""amzn1.ask.skill.d1e4936f-5976-4d95-81e8-52fbebe0a304""},""attributes"":{""awaitingStoryConfirmation"":false,""storyRequestId"":null},""user"":{""userId"":""amzn1.ask.account.AMAWPTB5STJEFTXAFYTT23YNQSUGEW2NUHDS3OHHVD46BTJED366XMHW5FWDZAAAFES6UMW4KJKK5RYPECJSLPB7IVNYGMMH3AMTP54KMH7AW5SV2AGDZ3GNZFZEFLISWJ2YVWNHNEKKXJXRS774F4UFKDC7SS4VTXRHPTNCTDRBXEIXN4PHLZADLSMLHO6BMXKA4MIXO6NOT3K3QISMY7LKQW6NSSXGJMOFD5JSVGOA""}},""context"":{""Viewports"":[{""type"":""APL"",""id"":""medHub"",""shape"":""RECTANGLE"",""dpi"":160,""presentationType"":""OVERLAY"",""canRotate"":false,""configuration"":{""current"":{""mode"":""HUB"",""video"":{""codecs"":[""H_264_42"",""H_264_41""]},""size"":{""type"":""DISCRETE"",""pixelWidth"":1280,""pixelHeight"":800}}}}],""Viewport"":{""experiences"":[{""arcMinuteWidth"":221,""arcMinuteHeight"":162,""canRotate"":false,""canResize"":false}],""mode"":""HUB"",""shape"":""RECTANGLE"",""pixelWidth"":1280,""pixelHeight"":800,""dpi"":160,""currentPixelWidth"":1280,""currentPixelHeight"":800,""touch"":[""SINGLE""],""keyboard"":[""DIRECTION""],""video"":{""codecs"":[""H_264_42"",""H_264_41""]}},""System"":{""application"":{""applicationId"":""amzn1.ask.skill.d1e4936f-5976-4d95-81e8-52fbebe0a304""},""user"":{""userId"":""amzn1.ask.account.AMAWPTB5STJEFTXAFYTT23YNQSUGEW2NUHDS3OHHVD46BTJED366XMHW5FWDZAAAFES6UMW4KJKK5RYPECJSLPB7IVNYGMMH3AMTP54KMH7AW5SV2AGDZ3GNZFZEFLISWJ2YVWNHNEKKXJXRS774F4UFKDC7SS4VTXRHPTNCTDRBXEIXN4PHLZADLSMLHO6BMXKA4MIXO6NOT3K3QISMY7LKQW6NSSXGJMOFD5JSVGOA""},""device"":{""deviceId"":""amzn1.ask.device.AMA5QN53C36KSES6V4SLZTQLQM3NAKYFALEIHEVH5ABOKNPDJM5JSCLI3SW5A5JAGTZO3RRJXODQMN7X3WPT3VP4EXW3DDAU2ZHE35K77U57VQN6FCSRFJIJKT7TBYDFD7XQMHH2GK7GISY2L7ABQTCCP24L3NDS47MOPBKBUEE2GHRZOQ66QAQ67VUENJZFFBT6LLKHOMQBTU4P"",""supportedInterfaces"":{""Alexa.Presentation.APL"":{""runtime"":{""maxVersion"":""2024.3""}}}},""apiEndpoint"":""https://api.amazonalexa.com"",""apiAccessToken"":""eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsImtpZCI6IjEifQ.eyJhdWQiOiJodHRwczovL2FwaS5hbWF6b25hbGV4YS5jb20iLCJpc3MiOiJBbGV4YVNraWxsS2l0Iiwic3ViIjoiYW16bjEuYXNrLnNraWxsLmQxZTQ5MzZmLTU5NzYtNGQ5NS04MWU4LTUyZmJlYmUwYTMwNCIsImV4cCI6MTc0MzUyMzg5OSwiaWF0IjoxNzQzNTIzODM5LCJuYmYiOjE3NDM1MjM4MzksInByaXZhdGVDbGFpbXMiOnsiaXNGb3JSQSI6ImZhbHNlIiwiY29udGV4dCI6IkFBQUFBQUFBQUFCVUIza0VNQ2ZSZVdsb1gydXd3WWR2ZUFFQUFBQUFBQUJ4eWxpVDQ0L1BsR2U3MWFSTlI1bFI2RlRDSms5cjlMVkN4eXFLNTh4dFZKNndGRWZnalRHRlBkZWVPdGZKK2ZyUUJsak5TbHc2OGQ2cU9YOVRNcU9icVN5NVdIbGtSb2JnazJmVkpTQ3E1aXpkbUFWYzNBRW1tZGd3MGdRVFBVY0NralFLanlEcVVPNEpSQ05kYzBTWUE2bnpMYkZ3NUQyUExCSlR6R3dkY2V0dWlFeWJQTmU4Y3dYK0Q1aXNkT3krQTlINVFjNHNHdlJpTDBBK1JQTU12V2tZcVdUaXIxZjFJbVB3SmNFZzNXb0Q0TmtBUXNEd0dyZUx2UUdBYWF4dWNvWDNEcHFGaWpwRm16L2VKOFE2bHdsMHQ5Mk5MLzRLMTNoREZ3aWNweFd0dTY0bDhUWFhzN2JYdWlkRWorK1g0QkcvdmYwWVFKa0tRaHBPQ2FtT041TTc2akF4N3haMlFobzRnbTNTK2FWUFJJdnRrbklnWnVUb3FWcHlEbXI3d3I0ckdHdEhtdHVWWnQxNS95dHN2Vzh6dldER1JIVitHeHVYeHl2VGJNbGF3VkpERFUwdDZqRi9Uckd1dGxHYXQ4SDQ5TGZidWxiTE1OTURVNUFzZDcxYVZEakN2aDRFcE4rcmhvZUQrUTZMUWFxTGVzdDQiLCJkZXZpY2VJZCI6ImFtem4xLmFzay5kZXZpY2UuQU1BNVFONTNDMzZLU0VTNlY0U0xaVFFMUU0zTkFLWUZBTEVJSEVWSDVBQk9LTlBESk01SlNDTEkzU1c1QTVKQUdUWk8zUlJKWE9EUU1ON1gzV1BUM1ZQNEVYVzNEREFVMlpIRTM1Szc3VTU3VlFONkZDU1JGSklKS1Q3VEJZREZEN1hRTUhIMkdLN0dJU1kyTDdBQlFUQ0NQMjRMM05EUzQ3TU9QQktCVUVFMkdIUlpPUTY2UUFRNjdWVUVOSlpGRkJUNkxMS0hPTVFCVFU0UCIsInVzZXJJZCI6ImFtem4xLmFzay5hY2NvdW50LkFNQVdQVEI1U1RKRUZUWEFGWVRUMjNZTlFTVUdFVzJOVUhEUzNPSEhWRDQ2QlRKRUQzNjZYTUhXNUZXRFpBQUFGRVM2VU1XNEtKS0s1UllQRUNKU0xQQjdJVk5ZR01NSDNBTVRQNTRLTUg3QVc1U1YyQUdEWjNHTlpGWkVGTElTV0oyWVZXTkhORUtLWEpYUlM3NzRGNFVGS0RDN1NTNFZUWFJIUFROQ1REUkJYRUlYTjRQSExaQURMU01MSE82Qk1YS0E0TUlYTzZOT1QzSzNRSVNNWTdMS1FXNk5TU1hHSk1PRkQ1SlNWR09BIn19.gkfGjSaB_trGsp-U6MOnBQInfyKJq5Ox-fJLQWcieEVIX3rUSnRCjf4ky_A-YxcEbmg45PMxPYzwAdcT0ce7_zW_gVJr6gN-hWD3kfSseFR2ddK5CODziYECM7HUKk4SxkJ6Qoebprk-CVIhysngdqLLjKBzZfGrjzes2c95xfjD23Po8zZrb1COEcxIqAQdfxakL5OzP4_erfPkkibTlxgW9e2XH-IMsbMgJfaflY79yNYkN9pyleXlIUmpOb9fcZb5X4IB4s7qw0w9mXpgCiurSL12ReqdmA_EhkAVn4AxBHBZzM_D-oVdhcGZ9DE-Fr6wSb_U1rtT8_QytbHipQ""}},""request"":{""type"":""SessionEndedRequest"",""requestId"":""amzn1.echo-api.request.059c5ccd-4050-4601-a076-0e953312c1d7"",""timestamp"":""2025-04-01T16:10:39Z"",""locale"":""en-US"",""reason"":""USER_INITIATED""}}
"
1743523839395,"END RequestId: 907e870f-4b60-4d5c-a0bf-abe6985f1302
"
1743523839395,"REPORT RequestId: 907e870f-4b60-4d5c-a0bf-abe6985f1302	Duration: 1.94 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523839462,"START RequestId: 27f86afb-230e-4295-a9f1-3bcc5ca73230 Version: 193
"
1743523839463,"2025-04-01T16:10:39.463Z	27f86afb-230e-4295-a9f1-3bcc5ca73230	INFO	------------------- Got LaunchRequest -------------------
"
1743523839466,"END RequestId: 27f86afb-230e-4295-a9f1-3bcc5ca73230
"
1743523839466,"REPORT RequestId: 27f86afb-230e-4295-a9f1-3bcc5ca73230	Duration: 3.85 ms	Billed Duration: 4 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523846492,"START RequestId: a1ec6f2c-5f2a-4e74-a2c9-da7b12bd3d76 Version: 193
"
1743523846493,"2025-04-01T16:10:46.493Z	a1ec6f2c-5f2a-4e74-a2c9-da7b12bd3d76	INFO	------------------- Got StoryIntent request ------------------- me a very short story about a cat
"
1743523846493,"2025-04-01T16:10:46.493Z	a1ec6f2c-5f2a-4e74-a2c9-da7b12bd3d76	INFO	Starting background story preparation for: me a very short story about a cat with ID: amzn1.echo-api.request.52174b9e-36c1-42ee-9247-0e4d74413635
"
1743523846497,"END RequestId: a1ec6f2c-5f2a-4e74-a2c9-da7b12bd3d76
"
1743523846497,"REPORT RequestId: a1ec6f2c-5f2a-4e74-a2c9-da7b12bd3d76	Duration: 4.40 ms	Billed Duration: 5 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523857737,"START RequestId: 71b209f3-af66-461a-8e9d-eb289e65a5c2 Version: 193
"
1743523857739,"2025-04-01T16:10:57.739Z	71b209f3-af66-461a-8e9d-eb289e65a5c2	INFO	------------------- Got YesIntent -------------------
"
1743523857740,"END RequestId: 71b209f3-af66-461a-8e9d-eb289e65a5c2
"
1743523857740,"REPORT RequestId: 71b209f3-af66-461a-8e9d-eb289e65a5c2	Duration: 2.20 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523888298,"START RequestId: 363bb7ea-eb72-4971-90f6-62f6b65a73d7 Version: 193
"
1743523888300,"2025-04-01T16:11:28.300Z	363bb7ea-eb72-4971-90f6-62f6b65a73d7	INFO	------------------- Got YesIntent -------------------
"
1743523888301,"END RequestId: 363bb7ea-eb72-4971-90f6-62f6b65a73d7
"
1743523888301,"REPORT RequestId: 363bb7ea-eb72-4971-90f6-62f6b65a73d7	Duration: 3.10 ms	Billed Duration: 4 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523909181,"START RequestId: c8305c82-a345-4115-a97f-5184f57879cb Version: 193
"
1743523909182,"2025-04-01T16:11:49.182Z	c8305c82-a345-4115-a97f-5184f57879cb	INFO	------------------- Got YesIntent -------------------
"
1743523909183,"END RequestId: c8305c82-a345-4115-a97f-5184f57879cb
"
1743523909183,"REPORT RequestId: c8305c82-a345-4115-a97f-5184f57879cb	Duration: 2.32 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523913732,"START RequestId: 8ed523f6-e6dc-436b-9ddf-f40d71b47dd8 Version: 193
"
1743523913733,"2025-04-01T16:11:53.733Z	8ed523f6-e6dc-436b-9ddf-f40d71b47dd8	INFO	------------------- Got NoIntent -------------------
"
1743523913734,"END RequestId: 8ed523f6-e6dc-436b-9ddf-f40d71b47dd8
"
1743523913734,"REPORT RequestId: 8ed523f6-e6dc-436b-9ddf-f40d71b47dd8	Duration: 1.90 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743523918532,"START RequestId: 5d037486-0c13-4307-876a-b5360e9c5f1a Version: 193
"
1743523918533,"2025-04-01T16:11:58.533Z	5d037486-0c13-4307-876a-b5360e9c5f1a	INFO	------------------- Got CancelAndStopIntent -------------------
"
1743523918534,"END RequestId: 5d037486-0c13-4307-876a-b5360e9c5f1a
"
1743523918534,"REPORT RequestId: 5d037486-0c13-4307-876a-b5360e9c5f1a	Duration: 2.44 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
