timestamp,message
1743526773976,"START RequestId: 42c2ebe2-371c-44f6-8eb2-47ebf8ca1935 Version: 201
"
1743526773978,"2025-04-01T16:59:33.978Z	42c2ebe2-371c-44f6-8eb2-47ebf8ca1935	INFO	------------------- Got StoryIntent request ------------------- me a story about a 5 year-old named Jameson
"
1743526773978,"2025-04-01T16:59:33.978Z	42c2ebe2-371c-44f6-8eb2-47ebf8ca1935	INFO	Starting background story preparation for: me a story about a 5 year-old named Jameson
"
1743526774024,"END RequestId: 42c2ebe2-371c-44f6-8eb2-47ebf8ca1935
"
1743526774024,"REPORT RequestId: 42c2ebe2-371c-44f6-8eb2-47ebf8ca1935	Duration: 47.61 ms	Billed Duration: 48 ms	Memory Size: 512 MB	Max Memory Used: 94 MB	
"
1743526786743,"START RequestId: 90ea49a4-fe2d-42b8-85d6-0c6513beae77 Version: 201
"
1743526786744,"2025-04-01T16:59:46.744Z	90ea49a4-fe2d-42b8-85d6-0c6513beae77	INFO	------------------- Got YesIntent -------------------
"
1743526786745,"END RequestId: 90ea49a4-fe2d-42b8-85d6-0c6513beae77
"
1743526786745,"REPORT RequestId: 90ea49a4-fe2d-42b8-85d6-0c6513beae77	Duration: 2.12 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 94 MB	
"
1743526799535,"START RequestId: fbae8aa5-c384-41b7-8dfb-f80caa641eb1 Version: 201
"
1743526799540,"2025-04-01T16:59:59.540Z	fbae8aa5-c384-41b7-8dfb-f80caa641eb1	INFO	------------------- Got YesIntent -------------------
"
1743526799542,"END RequestId: fbae8aa5-c384-41b7-8dfb-f80caa641eb1
"
1743526799542,"REPORT RequestId: fbae8aa5-c384-41b7-8dfb-f80caa641eb1	Duration: 7.14 ms	Billed Duration: 8 ms	Memory Size: 512 MB	Max Memory Used: 95 MB	
"
1743526807843,"START RequestId: 2724a2fa-d04b-4c91-8509-adf35c1ef0e4 Version: 201
"
1743526807845,"2025-04-01T17:00:07.845Z	2724a2fa-d04b-4c91-8509-adf35c1ef0e4	INFO	------------------- Got YesIntent -------------------
"
1743526807846,"END RequestId: 2724a2fa-d04b-4c91-8509-adf35c1ef0e4
"
1743526807846,"REPORT RequestId: 2724a2fa-d04b-4c91-8509-adf35c1ef0e4	Duration: 2.76 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 95 MB	
"
1743526816580,"START RequestId: cd65cd54-3521-4a86-8b8d-6847da4fcc89 Version: 201
"
1743526816602,"2025-04-01T17:00:16.602Z	cd65cd54-3521-4a86-8b8d-6847da4fcc89	INFO	------------------- Got YesIntent -------------------
"
1743526816642,"END RequestId: cd65cd54-3521-4a86-8b8d-6847da4fcc89
"
1743526816642,"REPORT RequestId: cd65cd54-3521-4a86-8b8d-6847da4fcc89	Duration: 62.08 ms	Billed Duration: 63 ms	Memory Size: 512 MB	Max Memory Used: 95 MB	
"
1743526826096,"START RequestId: 8837ce27-befa-4f55-8aa1-e585d384f155 Version: 201
"
1743526826099,"2025-04-01T17:00:26.099Z	8837ce27-befa-4f55-8aa1-e585d384f155	INFO	------------------- Got YesIntent -------------------
"
1743526826100,"END RequestId: 8837ce27-befa-4f55-8aa1-e585d384f155
"
1743526826100,"REPORT RequestId: 8837ce27-befa-4f55-8aa1-e585d384f155	Duration: 4.04 ms	Billed Duration: 5 ms	Memory Size: 512 MB	Max Memory Used: 95 MB	
"
1743526836248,"START RequestId: 5c4fd87c-0cfe-4224-af9f-8acfb5926eaa Version: 201
"
1743526836256,"2025-04-01T17:00:36.256Z	5c4fd87c-0cfe-4224-af9f-8acfb5926eaa	INFO	------------------- Got YesIntent -------------------
"
1743526836282,"END RequestId: 5c4fd87c-0cfe-4224-af9f-8acfb5926eaa
"
1743526836282,"REPORT RequestId: 5c4fd87c-0cfe-4224-af9f-8acfb5926eaa	Duration: 34.20 ms	Billed Duration: 35 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526844827,"START RequestId: a8c91710-f0fc-452a-90fc-015e6870e453 Version: 201
"
1743526844884,"2025-04-01T17:00:44.884Z	a8c91710-f0fc-452a-90fc-015e6870e453	INFO	------------------- Got YesIntent -------------------
"
1743526844922,"END RequestId: a8c91710-f0fc-452a-90fc-015e6870e453
"
1743526844922,"REPORT RequestId: a8c91710-f0fc-452a-90fc-015e6870e453	Duration: 95.62 ms	Billed Duration: 96 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526852197,"START RequestId: 46cdccc7-4c8f-4905-9148-9840e2819bdc Version: 201
"
1743526852198,"2025-04-01T17:00:52.198Z	46cdccc7-4c8f-4905-9148-9840e2819bdc	INFO	------------------- Got YesIntent -------------------
"
1743526852203,"END RequestId: 46cdccc7-4c8f-4905-9148-9840e2819bdc
"
1743526852203,"REPORT RequestId: 46cdccc7-4c8f-4905-9148-9840e2819bdc	Duration: 5.58 ms	Billed Duration: 6 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526860439,"2025-04-01T17:01:00.439Z	46cdccc7-4c8f-4905-9148-9840e2819bdc	INFO	OpenAI API call failed, retrying (1/2)... {""cause"":{""message"":""request to https://api.openai.com/v1/chat/completions failed, reason: socket hang up"",""type"":""system"",""errno"":""ECONNRESET"",""code"":""ECONNRESET""}}
"
1743526860440,"START RequestId: dede10a1-ae56-450e-963f-d6464f365659 Version: 201
"
1743526860441,"2025-04-01T17:01:00.441Z	dede10a1-ae56-450e-963f-d6464f365659	INFO	------------------- Got YesIntent -------------------
"
1743526860442,"END RequestId: dede10a1-ae56-450e-963f-d6464f365659
"
1743526860442,"REPORT RequestId: dede10a1-ae56-450e-963f-d6464f365659	Duration: 1.70 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526867925,"START RequestId: 2c5028eb-acdb-47ef-9a99-ac3dd6c2fa05 Version: 201
"
1743526867926,"2025-04-01T17:01:07.926Z	2c5028eb-acdb-47ef-9a99-ac3dd6c2fa05	INFO	------------------- Got YesIntent -------------------
"
1743526867927,"END RequestId: 2c5028eb-acdb-47ef-9a99-ac3dd6c2fa05
"
1743526867927,"REPORT RequestId: 2c5028eb-acdb-47ef-9a99-ac3dd6c2fa05	Duration: 2.10 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526877362,"START RequestId: 61cb9588-9583-4654-a27b-4011c50cf600 Version: 201
"
1743526877363,"2025-04-01T17:01:17.363Z	61cb9588-9583-4654-a27b-4011c50cf600	INFO	------------------- Got YesIntent -------------------
"
1743526877366,"END RequestId: 61cb9588-9583-4654-a27b-4011c50cf600
"
1743526877366,"REPORT RequestId: 61cb9588-9583-4654-a27b-4011c50cf600	Duration: 3.41 ms	Billed Duration: 4 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526885873,"2025-04-01T17:01:25.873Z	209f611d-6a88-478c-b6cb-4fa5a80b49f0	INFO	------------------- Got YesIntent -------------------
"
1743526885873,"START RequestId: 209f611d-6a88-478c-b6cb-4fa5a80b49f0 Version: 201
"
1743526885874,"END RequestId: 209f611d-6a88-478c-b6cb-4fa5a80b49f0
"
1743526885874,"REPORT RequestId: 209f611d-6a88-478c-b6cb-4fa5a80b49f0	Duration: 1.65 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526894655,"2025-04-01T17:01:34.655Z	5e8d62de-7118-45f4-bb20-370149c2a8b1	INFO	------------------- Got YesIntent -------------------
"
1743526894655,"START RequestId: 5e8d62de-7118-45f4-bb20-370149c2a8b1 Version: 201
"
1743526894657,"END RequestId: 5e8d62de-7118-45f4-bb20-370149c2a8b1
"
1743526894657,"REPORT RequestId: 5e8d62de-7118-45f4-bb20-370149c2a8b1	Duration: 2.20 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526903085,"START RequestId: 6f30fd4d-7cb6-4fb3-adb1-f0f126d614b1 Version: 201
"
1743526903086,"2025-04-01T17:01:43.086Z	6f30fd4d-7cb6-4fb3-adb1-f0f126d614b1	INFO	------------------- Got NoIntent -------------------
"
1743526903087,"END RequestId: 6f30fd4d-7cb6-4fb3-adb1-f0f126d614b1
"
1743526903087,"REPORT RequestId: 6f30fd4d-7cb6-4fb3-adb1-f0f126d614b1	Duration: 1.81 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
1743526914240,"START RequestId: 5f4a243e-5f60-4c35-be47-756649440fbc Version: 201
"
1743526914242,"2025-04-01T17:01:54.242Z	5f4a243e-5f60-4c35-be47-756649440fbc	INFO	------------------- Got CancelAndStopIntent -------------------
"
1743526914243,"END RequestId: 5f4a243e-5f60-4c35-be47-756649440fbc
"
1743526914243,"REPORT RequestId: 5f4a243e-5f60-4c35-be47-756649440fbc	Duration: 2.75 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 96 MB	
"
